2;1;2.0
3;2;2.5
2;3;2.3333333333333335
2;4;2.25
2;5;2.2
2;6;2.1666666666666665
2;7;2.142857142857143
2;8;2.125
3;9;2.2222222222222223
2;10;2.2
3;11;2.272727272727273
2;12;2.25
3;13;2.3076923076923075
3;14;2.357142857142857
2;15;2.3333333333333335
2;16;2.3125
2;17;2.2941176470588234
2;18;2.2777777777777777
2;19;2.263157894736842
2;20;2.25
2;21;2.238095238095238
4;22;2.3181818181818183
2;23;2.3043478260869565
2;24;2.2916666666666665
2;25;2.28
2;26;2.269230769230769
3;27;2.2962962962962963
2;28;2.2857142857142856
2;29;2.2758620689655173
2;30;2.2666666666666666
2;31;2.2580645161290325
2;32;2.25
2;33;2.242424242424242
4;34;2.2941176470588234
2;35;2.2857142857142856
3;36;2.3055555555555554
2;37;2.2972972972972974
2;38;2.289473684210526
2;39;2.282051282051282
2;40;2.275
3;41;2.292682926829268
2;42;2.2857142857142856
2;43;2.2790697674418605
3;44;2.2954545454545454
2;45;2.2888888888888888
4;46;2.3260869565217392
2;47;2.3191489361702127
3;48;2.3333333333333335
3;49;2.3469387755102042
3;50;2.36
2;51;2.3529411764705883
2;52;2.3461538461538463
3;53;2.358490566037736
3;54;2.3703703703703702
3;55;2.381818181818182
3;56;2.392857142857143
2;57;2.3859649122807016
2;58;2.3793103448275863
5;59;2.4237288135593222
2;60;2.4166666666666665
4;61;2.442622950819672
3;62;2.4516129032258065
4;63;2.4761904761904763
2;64;2.46875
6;65;2.523076923076923
4;66;2.5454545454545454
3;67;2.5522388059701493
4;68;2.573529411764706
2;69;2.5652173913043477
2;70;2.557142857142857
7;71;2.619718309859155
2;72;2.611111111111111
3;73;2.6164383561643834
4;74;2.635135135135135
3;75;2.64
4;76;2.6578947368421053
3;77;2.6623376623376624
3;78;2.6666666666666665
3;79;2.670886075949367
2;80;2.6625
2;81;2.654320987654321
2;82;2.6463414634146343
3;83;2.6506024096385543
3;84;2.6547619047619047
3;85;2.6588235294117646
3;86;2.6627906976744184
5;87;2.689655172413793
3;88;2.6931818181818183
3;89;2.696629213483146
3;90;2.7
2;91;2.6923076923076925
2;92;2.6847826086956523
3;93;2.6881720430107525
2;94;2.6808510638297873
3;95;2.6842105263157894
4;96;2.6979166666666665
